latitude,longitude
57.23,-130.531
57.242,-130.708
57.305,-130.622
57.315,-130.66
57.33,-130.545
57.4,-130.411
57.461,-130.662
57.477,-130.664
57.805,-130.031
57.674,-129.909
57.644,-129.868
57.453,-129.703
57.503,-129.793
57.53,-129.792
57.489,-129.851
57.488,-129.856
57.539,-129.857
57.583,-129.839
57.55,-129.932
57.448,-129.822
57.467,-129.955
57.469,-130.032
57.469,-130.054
57.438,-129.906
57.404,-129.804
57.381,-129.863
57.34,-130.028
57.348,-130.14
57.349,-129.909
57.329,-129.869
57.285,-129.788
57.225,-129.904
57.035,-129.868
57.112,-130.002
57.213,-130.043
57.22,-130.075
57.215,-130.091
57.237,-130.102
57.1,-130.098
57.1,-130.088
57.061,-130.103
57.046,-130.06
56.995,-130.017
56.986,-130.029
56.811,-130.009
56.806,-130.03
56.87,-130.119
56.857,-130.199
56.814,-130.201
56.811,-130.23
56.742,-130.269
56.724,-130.312
56.779,-130.365
56.763,-130.434
56.74,-130.532
56.761,-130.525
56.73,-130.543
56.664,-130.56
56.661,-130.561
56.695,-130.605
56.607,-130.736
56.541,-130.99
56.525,-131.12
56.546,-131.127
56.532,-131.167
56.441,-131.204
56.457,-131.27
56.632,-131.354
56.658,-131.401
56.6,-131.505
59.32,-136.595
-34.273,-70.133
-34.478,-70.13
-34.437,-70.248
-34.488,-70.303
-34.368,-70.457
-34.838,-70.35
-34.84,-70.303
-34.792,-70.273
-34.708,-70.391
-34.7,-70.283
-34.588,-70.438
-34.687,-70.376
-34.787,-70.39
-34.86,-70.386
-34.883,-70.367
-34.887,-70.384
-34.025,-70.067
-34.007,-69.884
-34.195,-70.063
-34.061,-70.241
-33.75,-70.073
-33.713,-70.013
-33.868,-70.081
-33.564,-70.113
-33.536,-69.972
-33.328,-69.994
-33.315,-69.96
-33.294,-69.808
-33.371,-69.872
-33.487,-69.936
-33.464,-69.947
-33.554,-70.147
-33.122,-70.075
-33.131,-70.047
-33.157,-70.273
-26.483,-68.583
-26.467,-68.6
-18.417,-69.05
49.13,87.5
49.07,87.78
48.97,87.57
47.05,85.58
34.76,99.542
37.65,101.5
37.52,101.63
27.121,100.205
33.705,95.159
33.712,94.853
33.821,94.662
33.837,93.115
32.499,93.545
32.755,93.303
32.753,93.006
32.826,92.753
32.853,92.396
32.756,92.295
33.012,92.33
33.14,92.211
33.11,92.207
33.454,92.352
33.215,92.122
33.337,91.32
33.395,91.358
33.594,91.051
33.539,90.929
34.579,93.56
35.633,94.444
32.039,98.842
31.896,98.935
31.856,99.009
30.681,99.448
30.084,99.303
29.813,99.634
28.365,99.43
28.371,100.365
29.975,99.658
29.978,99.581
31.663,99.629
29.213,101.245
29.195,101.32
29.297,101.884
29.461,101.794
29.53,101.92
29.833,101.878
29.777,101.861
31.284,102.771
31.301,103.161
31.471,103.416
31.304,103.141
31.317,103.119
31.269,102.834
31.727,102.881
29.254,98.496
29.297,98.37
30.592,97.335
31.908,95.458
31.189,95.381
32.113,95.044
33.008,94.51
33.627,94.747
33.532,94.921
33.521,94.923
33.553,95.076
32.74,96.913
28.349,97.821
29.489,97.786
28.774,98.075
28.944,97.664
29.165,97.54
29.253,97.756
29.255,97.765
29.556,97.375
29.483,97.243
29.62,97.17
29.674,97.159
29.659,97.262
29.712,97.254
29.74,97.293
29.775,97.233
29.807,97.225
29.822,97.21
29.726,97.104
29.715,97.092
29.812,97.064
29.829,97.072
29.965,97.005
29.908,96.924
29.866,96.861
29.89,96.859
29.679,96.789
29.745,96.632
30.099,96.23
30.261,96.006
30.381,95.938
30.766,94.638
30.801,94.757
31.07,94.47
30.99,93.872
30.952,93.783
31.069,93.418
31.146,93.733
31.247,93.459
31.368,93.563
31.391,93.552
31.33,93.466
31.026,92.324
31.715,93.446
31.778,93.513
32.576,92.623
32.594,92.646
32.77,92.699
32.499,92.933
32.404,94.204
32.381,94.189
32.337,94.112
31.96,94.27
31.977,94.27
31.797,94.733
31.758,94.777
31.462,94.889
31.399,94.697
31.83,94.793
32.087,94.957
31.973,95.214
30.473,96.924
30.347,97.013
30.463,96.921
30.511,96.961
27.921,98.8
30.395,80.827
30.358,81.325
30.309,81.346
28.686,84.679
28.723,84.648
28.832,84.518
28.77,84.875
28.825,84.839
28.521,85.29
28.529,85.286
28.474,85.319
28.49,85.358
28.433,85.417
28.403,85.498
28.438,85.539
28.462,85.588
28.233,85.777
28.094,86.071
28.039,86.067
27.952,86.09
28.129,86.113
28.155,86.082
28.198,86.135
28.245,86.338
28.164,86.317
28.161,86.334
28.19,86.334
28.133,86.55
27.994,86.45
27.876,87.2
27.971,87.173
28.07,87.152
28.137,87.09
28.103,87.122
28.28,87.126
28.137,87.002
28.243,86.735
28.129,86.602
28.063,88.515
28.013,88.028
28.009,87.984
27.977,88.053
27.947,88.033
27.96,87.977
27.941,87.873
27.977,87.909
28.051,87.908
28.292,87.621
28.231,87.553
28.232,87.5
28.166,87.556
28.096,87.582
28.012,87.596
27.957,87.819
27.924,87.734
27.876,87.725
27.831,87.736
28.072,90.945
28.039,90.917
28.033,90.917
28.145,90.933
28.141,90.888
28.101,90.609
28.309,90.77
28.295,90.665
28.26,90.616
28.278,90.601
28.283,90.603
28.256,90.48
28.139,90.42
28.358,91.107
28.329,91.132
28.373,91.178
28.392,91.136
28.427,91.15
28.058,91.221
28.067,91.417
28.142,91.481
28.213,91.644
28.155,91.686
28.235,91.875
27.955,92.104
28.224,92.906
28.173,92.71
28.177,92.683
28.147,92.657
28.094,92.535
28.044,92.488
28.03,92.533
28.022,92.582
27.881,92.434
27.9,92.332
27.995,92.332
27.96,92.178
27.974,92.164
28.617,93.017
28.553,93.271
29.352,94.957
29.441,94.989
29.441,94.969
29.63,95.031
29.064,94.019
28.912,93.508
28.908,93.473
28.745,93.232
28.822,91.956
28.683,90.325
28.958,90.217
28.942,90.266
28.414,90.075
28.355,90.119
28.62,88.829
28.895,88.318
28.816,88.116
28.817,87.68
28.958,87.248
28.962,87.261
29.033,87
29.095,86.255
29.023,86.137
28.92,84.509
29.046,84.196
29.366,83.858
29.398,83.846
29.417,83.808
29.391,83.794
29.294,83.736
29.249,83.77
29.333,83.578
29.322,83.445
29.569,83.294
29.643,83.233
30.078,82.281
30.214,82.215
30.781,82.582
30.564,83.608
30.798,82.762
30.665,83.267
30.547,83.358
30.698,83.862
30.512,84.075
30.5,83.875
30.475,83.769
30.476,83.817
30.406,83.833
30.312,83.797
30.295,83.862
29.907,84.491
29.896,84.562
29.823,84.621
29.802,84.622
29.776,84.575
29.794,84.65
29.912,84.878
29.99,84.967
30.097,85.175
29.94,85.371
29.852,85.42
29.755,85.111
29.733,85.133
29.499,85.411
29.316,86.381
29.607,86.043
29.639,86.085
29.673,86.017
29.727,86.505
29.754,86.468
29.648,86.4
29.671,86.805
29.632,87.143
29.764,87.546
29.772,87.54
29.58,87.356
29.578,87.307
29.702,87.164
29.767,88.263
30.132,89.407
30.079,89.436
30.161,89.444
29.615,89.877
29.873,89.928
29.86,90.188
29.824,90.21
29.828,90.141
29.55,90.527
29.577,90.595
29.858,90.576
29.852,90.571
29.958,90.53
29.739,90.286
29.89,90.229
30.041,90.222
30.068,90.236
30.087,90.188
30.135,90.224
30.119,90.226
30.132,90.41
30.28,90.27
30.218,90.464
30.224,90.454
30.34,90.55
30.406,90.606
30.471,90.728
30.811,91.53
30.811,91.513
30.881,91.536
30.52,91.991
30.71,91.785
30.278,92.294
30.258,92.189
30.22,92.606
29.515,92.583
29.336,92.644
29.346,92.656
29.677,92.806
29.691,92.855
29.53,93.082
29.416,93.023
29.369,93.081
29.442,93.648
29.646,93.736
29.584,93.573
29.589,93.592
29.603,93.547
29.593,93.211
29.745,93.186
29.837,93.053
29.833,92.984
29.728,92.936
29.669,92.681
29.9,92.302
30.359,92.825
30.583,93.027
30.024,93.249
29.982,93.246
29.966,93.232
29.993,93.514
30.314,93.438
30.229,93.658
30.177,93.696
30.166,93.702
30.09,93.903
30.257,93.85
30.212,94.112
30.162,94.063
30.099,94.112
29.949,94.999
29.957,94.986
30.063,94.395
30.035,94.435
30.034,94.468
30.145,94.498
30.168,94.643
30.068,94.647
30.105,94.775
30.054,94.927
30.159,94.847
30.181,94.663
30.356,94.373
30.378,94.088
30.379,93.932
30.443,93.922
30.32,93.724
30.527,93.818
30.539,93.547
30.511,93.5
30.54,93.487
30.518,93.283
30.547,93.182
30.537,93.189
30.558,93.037
30.615,93.528
30.814,93.696
30.758,93.675
30.521,94.013
30.67,93.794
30.711,93.769
30.758,93.702
30.787,93.716
30.806,93.746
30.836,93.723
30.864,93.639
30.892,93.82
30.876,93.848
30.101,93.899
30.773,93.875
30.848,93.984
30.745,94.006
30.761,94.186
30.839,94.328
30.859,94.323
30.634,94.533
30.663,94.387
30.698,94.355
30.613,94.259
30.492,94.193
30.475,94.242
30.441,94.388
30.375,94.495
30.416,94.925
30.553,94.875
30.404,95.112
30.211,95.258
29.972,95.552
30.309,95.315
30.637,95.287
30.6,95.545
30.528,95.469
30.507,95.491
30.358,95.57
30.288,95.525
30.239,95.591
30.228,95.433
30.161,95.536
30.141,95.661
30.355,95.684
30.307,95.856
30.16,95.811
30.11,95.814
30.007,95.746
29.885,95.862
29.797,96.011
29.82,96.058
30.131,95.942
30.21,96.02
29.876,96.261
29.863,96.237
29.712,96.294
29.792,96.474
29.571,96.519
29.65,96.633
29.431,96.926
29.722,96.971
29.534,97.016
29.264,96.783
29.383,96.66
29.405,96.6
29.512,96.543
29.667,95.804
29.75,95.816
29.777,95.619
29.588,95.711
29.561,95.987
29.552,96.073
29.467,96.016
29.517,95.917
29.362,95.84
29.111,96.301
28.471,96.866
28.964,96.517
29.41,96.373
29.34,96.337
29.188,96.469
29.167,96.75
29.027,96.971
28.748,97.121
28.733,97.331
28.733,97.337
29.042,97.183
29.354,97.106
29.423,97.07
29.502,97.097
29.377,97.27
29.259,97.269
29.182,97.452
29.102,97.544
29.007,97.523
28.299,97.422
34.972,78.378
34.797,78.249
34.904,78.287
34.847,78.397
34.778,78.433
34.792,78.586
34.725,78.497
34.604,78.559
34.622,78.49
34.646,78.422
34.681,78.287
34.433,79.105
31.118,81.493
31.125,81.481
31.345,81.304
31.159,81.258
31.221,81.177
31.243,81.173
31.274,81.142
31.704,80.706
31.84,80.566
31.966,80.397
31.627,80.663
31.542,80.126
31.996,79.95
32.002,79.903
32.054,79.818
32.092,79.906
32.366,79.652
32.354,79.647
32.497,79.499
32.56,79.273
32.254,78.492
32.281,78.581
32.302,78.566
32.462,78.462
32.347,78.883
32.3,78.845
32.34,78.904
32.137,78.946
32.138,78.918
32.094,78.912
31.956,78.835
32.383,79.496
32.316,79.373
32.185,79.751
32.168,79.791
31.521,80.111
31.348,81.05
31.229,81.086
31.153,81.333
31.135,81.425
31.095,81.42
31.045,81.501
31.076,81.601
30.858,81.599
30.489,80.648
30.919,79.908
31.056,79.791
30.995,79.598
31.188,79.494
44.8,80.23
44.8,80.27
44.62,80.68
44.65,80.55
44,83.45
43.98,83.53
43.93,83.65
43.88,83.68
43.83,83.77
43.83,83.85
43.85,83.97
43.87,84.98
43.82,84.1
43.7,84.33
43.62,84.78
43.45,84.97
43.42,84.88
43.45,84.77
43.47,84.67
43.52,84.63
43.5,84.53
43.5,84.15
43.6,84.1
43.42,84.65
43.38,84.85
43.35,85
43.33,84.87
43.15,83.7
42.95,82.88
42.83,82.45
42.78,82.33
42.78,82.35
42.78,82.35
42.77,82.1
42.73,82.1
42.73,82.07
42.72,83
42.68,83
42.67,82.97
42.7,82.7
42.68,82.7
42.6,82.63
42.52,82.6
42.53,82.52
42.58,82.47
42.58,82.43
42.48,82.28
42.47,82.02
42.47,81.78
42.55,81.87
42.62,81.88
42.73,81.75
42.7,81.53
42.62,81.43
42.62,81.42
42.58,81.63
42.55,81.85
42.52,81.43
42.55,80.98
42.6,81.03
42.6,81
42.45,80.88
42.4,80.93
42.38,80.97
42.42,80.65
42.45,80.58
42.42,80.62
42.4,80.55
42.42,80.5
42.43,80.48
42.32,80.37
37.6,102.07
37.58,102.03
37.63,101.68
37.63,101.65
37.65,101.58
37.72,101.53
38.27,100.6
38.27,100.55
38.38,100.25
38.27,100.42
38.1,100.1
38.5,99.3
38.58,99.08
38.6,99
38.82,99.18
38.42,99.78
38.95,99.13
38.97,99.3
38.95,99.28
39.03,99.08
39.32,98.47
39.3,98.47
39.28,98.5
39.28,98.48
39.22,98.53
39.3,98.3
39.33,98.27
39.4,98.17
39.42,98.13
39.25,98.13
39.17,98.28
39.07,98.15
38.75,98.7
38.63,98.87
38.67,98.32
38.68,98.28
38.8,98.08
38.83,98.03
38.95,97.78
39.43,97.53
39.5,97.5
38.78,98.08
38.27,98.57
38.37,98.05
38.4,98
38.58,97.77
38.6,97.72
38.68,97.65
38.67,97.3
38.67,97.28
39.37,96.7
39.4,96.65
39.43,96.75
39.45,96.73
39.5,96.55
39.52,96.48
39.5,96.43
39.42,96.52
39.4,96.55
38.75,97.15
38.68,97.15
38.65,97.28
38.62,97.33
35.589,94.699
35.608,94.828
35.607,94.803
35.613,94.584
35.62,94.582
35.614,94.579
35.614,94.451
35.656,94.358
35.767,93.762
35.784,93.563
35.8,93.482
35.919,92.314
35.88,90.829
35.899,90.826
36.004,90.88
36.08,91.171
36.246,91.87
36.479,91.391
37.685,90.683
37.271,90.777
37.412,90.431
37.676,88.316
37.669,88.026
38.2,96.12
38.22,96.05
38.23,96.03
38.23,95.97
38.37,95.77
38.42,95.7
38.03,97.62
37.98,97.48
38.33,95.62
38.35,95.8
38.17,96.07
38.15,96.22
38.02,97.4
38.025,97.332
38.355,89.522
38.224,88.939
37.981,87.437
37.981,87.406
37.834,87.357
37.565,88.035
37.536,87.847
37.463,87.913
37.393,87.859
37.385,87.807
37.409,87.709
37.388,87.652
37.438,87.145
37.23,85.742
36.885,85.14
36.823,84.936
36.81,84.738
36.758,84.699
36.809,84.649
36.683,84.394
36.363,83.082
36.35,83.051
36.293,82.889
36.486,82.55
36.249,82.44
36.213,82.372
36.199,82.271
36.194,81.984
35.751,82.422
35.589,82.263
35.578,82.22
35.486,82.037
36.025,81.169
35.992,81.137
36.005,81.118
36.045,80.618
36.014,80.61
35.993,80.552
35.992,80.402
36.058,80.264
36.127,80.139
36.525,80.321
36.062,80.046
36.031,80.112
35.767,81.047
35.737,81.072
35.53,81.566
35.409,81.455
35.456,81.197
35.505,81.156
35.524,80.801
35.638,80.792
35.626,80.587
35.771,80.537
35.809,80.364
35.887,80.265
35.812,80.251
35.687,80.165
35.705,80.162
35.578,80.087
35.657,80.11
35.688,80.008
35.695,79.94
35.701,79.744
35.83,79.983
35.904,79.912
35.864,79.735
35.86,79.685
35.845,79.693
35.824,79.701
35.827,79.655
35.846,79.584
35.928,79.598
35.953,79.582
64.931,-165.612
36.12,79.703
36.143,79.642
36.195,79.48
36.218,79.469
36.173,79.409
36.213,79.381
36.188,79.377
36.197,79.261
36.227,79.165
36.27,79.096
36.427,78.916
36.39,78.753
36.354,78.602
36.376,78.575
36.342,78.461
36.341,78.46
36.416,78.185
36.295,78.653
36.251,78.86
36.121,79.404
36.093,79.291
35.879,79.446
35.738,78.895
35.764,78.84
35.76,78.773
35.635,78.725
35.159,78.55
35.346,78.706
35.654,78.259
35.715,78.381
35.867,78.725
35.773,78.518
35.964,79.082
35.965,78.915
36.069,78.867
36.084,78.772
36.111,78.62
36.073,78.604
36.204,78.382
36.192,78.291
36.19,78.189
36.36,77.625
36.523,77.88
36.592,77.932
36.558,77.62
36.55,77.598
36.555,77.479
36.576,77.529
36.697,78.005
36.667,78.37
36.642,78.353
36.632,78.386
36.598,78.445
36.673,78.46
36.681,78.477
36.683,78.512
36.704,78.541
36.722,78.313
36.76,78.086
36.771,78.052
36.793,78.05
36.764,77.558
36.853,77.512
36.83,77.279
36.581,77.19
36.834,76.9
36.781,76.673
36.891,76.651
37.27,76.495
36.667,76.704
36.671,76.694
36.722,76.438
36.973,76.179
37.005,76.161
36.773,76.232
36.671,76.842
36.583,76.915
36.466,76.901
36.479,76.922
36.524,76.957
35.663,78.166
35.572,78.119
35.623,77.885
35.969,77.846
35.98,77.823
35.804,77.828
35.714,77.748
35.563,77.66
35.616,77.591
35.748,77.236
35.938,77.463
35.949,77.366
36.145,77.142
36.239,77.359
36.289,77.348
36.342,77.363
36.338,77.262
36.215,77.077
36.143,76.929
35.807,77.064
36.069,76.824
36.301,76.487
36.35,76.566
36.403,76.203
36.263,76.409
36.181,76.573
35.942,76.756
35.998,76.636
36.035,76.575
36.132,76.289
36.181,76.235
36.255,76.214
36.799,75.652
36.8,75.836
37.012,75.683
37.046,75.641
37.04,75.772
37.308,75.622
37.442,75.545
37.461,75.522
37.38,75.527
36.96,75.464
37.065,75.203
37.011,74.965
37.199,74.484
37.212,75.051
37.244,75.027
37.223,74.928
37.398,75.142
37.465,75.199
37.584,75.196
37.611,75.112
37.672,75.159
37.603,74.96
37.679,75.037
37.792,75.002
38.145,75.163
38.216,75.225
37.975,75.584
38.032,75.473
38.163,75.344
38.606,75.825
38.283,75.557
38.277,75.46
38.711,75.189
38.664,75.085
38.56,75.261
38.382,75.351
38.325,75.323
38.28,75.368
38.23,75.396
38.867,74.271
38.747,74.141
38.836,74.182
38.926,73.791
38.951,73.99
38.954,74.013
39.225,74.528
39.122,74.649
38.906,74.985
38.869,75.025
38.799,75.158
38.84,75.226
38.984,74.904
39.06,74.849
39.159,74.891
39.169,74.763
39.232,74.708
39.333,74.558
39.319,75.276
39.287,75.218
39.013,74
39.144,73.752
39.176,73.694
39.457,73.725
39.527,73.885
40.067,74.45
40.317,74.8
40.017,74.833
40.117,74.9
40.72,76.88
40.72,76.85
40.72,76.82
40.98,76.87
41,77.08
40.97,77.3
40.97,77.35
40.88,77.48
41.05,77.87
41.02,78.07
41.02,78.03
41.12,78.02
41.1,77.77
41.03,77.6
41,77.47
41.25,78.35
41.25,78.33
41.23,78.48
41.45,78.58
41.45,78.67
41.57,78.88
41.68,78.9
41.85,79.85
41.83,79.85
41.97,80.03
41.77,80.28
41.82,80.2
41.87,80.13
41.95,80.45
41.9,80.53
41.98,80.77
42.07,80.72
42.1,80.57
42.17,80.63
42.23,80.5
42.3,80.62
42.27,80.7
42.25,80.72
42.3,80.72
42.15,80.82
42.08,80.87
41.95,81.07
42,81.08
42.18,81.1
42.15,81.12
42.15,81.35
42.22,81.25
42.23,81.4
42.2,81.95
42.32,82.22
42.38,82.15
42.45,82.38
42.4,83.4
42.43,83.83
42.48,83.97
42.37,84.23
42.35,84.3
42.35,84.3
42.4,84.52
42.4,84.23
42.48,84.03
42.52,83.73
42.55,83.43
42.53,83.08
42.67,83.33
42.7,83.22
42.68,83.2
42.72,83.18
43.03,83.52
43.1,83.75
43.12,83.98
43.17,85.37
43.18,86.55
43.18,86.57
42.6,85.4
42.7,85.45
42.67,85.37
42.65,85.32
42.65,85.28
42.67,85.17
42.8,84.93
42.75,85
42.57,85.15
42.48,85.07
42.52,85.17
42.55,85.32
42.6,85.35
42.58,85.55
42.57,85.73
42.82,86.78
42.78,86.72
43.68,88.8
43.8,88.28
43.73,88.17
43.1,87.38
43.13,86.92
43.18,86.95
43.15,86.83
43.15,86.82
43.23,86.72
43.23,86.7
43.15,86.82
43.1,86.72
43.1,86.58
43.23,86.48
43.43,86.55
43.47,86.47
43.22,86.45
43.28,86.18
43.33,86.2
43.38,86.27
43.33,86.23
43.47,85.97
43.52,85.93
43.58,85.9
43.63,85.85
43.63,85.82
43.62,85.82
43.43,86.05
43.42,86.07
43.38,86.03
43.4,86.08
43.3,86.17
43.18,86.12
43.17,85.93
43.23,85.48
43.23,85.45
43.3,85.52
43.32,85.53
43.4,85.65
43.45,85.72
43.35,85.58
43.37,85.55
43.42,85.07
43.48,85.05
43.45,85.25
43.52,85.35
43.53,85.4
43.67,85.63
43.78,85.63
43.63,85.55
43.62,85.42
43.63,85.33
43.58,85.23
43.65,85.08
43.8,85.13
43.7,85.1
43.65,84.93
43.67,84.93
43.6,84.58
43.65,84.83
43.67,84.87
43.93,84.78
43.92,84.8
43.63,84.75
43.8,84.7
43.77,84.58
43.82,84.53
43.82,84.17
43.88,83.95
44.05,84.05
44.07,83.93
44,83.87
44.07,83.7
44.08,83.6
44,83.52
44.05,83.53
44.2,83.52
44.23,83.38
44.18,83.3
43.98,83.4
44.05,82.68
44.7,80.77
44.77,80.4
44.8,80.53
44.8,80.32
44.9,79.97
45,80.1
47.18,90.47
42.98,86.95
43.02,87.2
43.07,87.47
43.72,88.4
43.73,88.42
43.68,88.72
43.6,88.87
43.6,88.82
43.57,88.88
43.53,89.07
43.42,89.42
43.33,89.5
43.45,93.12
42.98,94.45
36.526,90.332
36.572,90.243
36.061,90.85
36.264,90.337
36.451,89.822
36.536,89.564
35.718,88.026
36.392,87.589
36.576,87.547
36.159,90.074
36.076,89.951
35.461,90.879
33.498,90.823
33.775,89.105
33.97,90.651
33.921,90.625
33.289,88.714
33.34,88.772
33.249,91.259
32.938,91.78
33.07,91.161
32.836,92.221
32.814,92.192
30.253,89.358
30.296,88.414
30.653,88.514
30.665,88.526
30.714,88.596
30.722,88.599
30.775,88.582
30.603,88.458
31.353,87.516
30.964,91.508
30.544,90.77
30.459,90.607
30.405,90.496
30.406,90.435
30.407,90.399
30.4,90.4
30.396,90.341
30.186,90.138
30.119,90.149
29.97,90.029
30.139,86.313
30.209,86.289
30.457,86.57
30.685,86.503
31.372,86.766
30.382,87.688
30.326,86.234
30.184,86.244
30.174,86.23
29.982,85.773
29.835,85.476
30.007,85.452
30.164,85.063
31.573,84.939
31.711,85.019
31.867,83.582
30.012,84.869
30.046,84.725
30.609,84.172
31.576,83.381
31.005,83.441
30.902,83.433
30.831,83.07
31.01,82.594
31.129,82.449
31.141,82.381
31.183,82.358
31.143,82.343
31.082,82.382
30.993,82.479
30.736,82.319
31.113,81.532
31.802,83.48
31.719,83.459
32.823,81.096
32.849,81.097
31.884,82.517
34.261,84.218
33.777,82.404
33.991,82.276
34.117,82.174
34.148,82.205
34.315,82.015
33.987,82.262
33.624,82.009
34.283,80.828
34.345,79.882
34.199,79.809
34.076,79.789
33.877,79.868
34.098,79.884
34.016,79.969
34.033,79.949
34.141,79.879
34.285,80.038
34.153,79.934
34.162,80
34.176,80.034
33.387,79.541
32.995,79.797
33.022,79.708
33.05,79.7
33.067,79.603
33.244,79.557
33.096,79.562
33.021,79.606
33,79.599
32.99,79.628
33.319,79.4
33.372,79.413
-0.68,-78.428
-1.477,-78.792
-1.403,-78.762
-0.662,-78.71
44.725,6.409
44.853,6.385
45.636,6.971
45.639,6.987
45.477,7.035
45.167,6.141
45.153,6.17
44.957,6.217
44.906,6.188
44.905,6.142
44.908,6.151
44.923,6.159
44.94,6.073
0.383,29.869
42.792,0.105
42.694,-0.043
42.699,-0.052
29.346,96.133
29.247,96.168
29.078,96.121
28.978,96.38
71.097,-8.06
77.25,17.267
77.283,14.833
77.667,15.867
77.733,16.7
77.9,17.417
79.167,11.967
79.367,11.083
79.583,11.6
79.383,13.183
79.583,16.183
78.95,19.867
